GeneName,log2FoldChange(WTC_kvsKOC_k),padj(WTC_kvsKOC_k),log2FoldChange(WTKvsKOK),padj(WTKvsKOK),log2FoldChange(WTC_k24vsKOC_k24),padj(WTC_k24vsKOC_k24),log2FoldChange(WTK24vsKOK24),padj(WTK24vsKOK24),log2FoldChange(KOC_kvsKOK),padj(KOC_kvsKOK),log2FoldChange(WTC_kvsWTK),padj(WTC_kvsWTK),log2FoldChange(KOC_k24vsKOK24),padj(KOC_k24vsKOK24),log2FoldChange(WTC_k24vsWTK24),padj(WTC_k24vsWTK24)
Dnttip2,-0.050326378,0.93815,0.11552409,0.81664,-0.20899643,0.89666,0.014843638,0.97154,0.253609708,0.18555,0.071516289,0.73973,0.16276421,0.6936,-0.045707662,0.99094
Parp10,-0.127922744,0.80978,-0.02025705,0.97849,0.111007329,0.94457,-0.214728319,0.54938,0.173592653,0.4184,0.047968856,0.84987,-0.081983727,0.88887,0.259086878,0.88138
Alkbh4,-0.404451515,0.37426,0.016115413,0.98187,-0.262138281,0.8666,-0.297073783,0.48651,-0.085617398,0.8444,-0.525028904,0.054253,0.214845243,0.74987,0.265832627,0.86949
CH36-76C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbpms,0.466722932,0.017694,0.594421238,0.05206,-0.271329218,0.85428,0.121460437,0.69716,-0.447573742,0.078424,-0.592140206,0.0015943,-0.100369212,0.88333,-0.478222672,0.14845
Gtf2e2,-0.041018113,0.96403,-0.018614124,0.98068,-0.115965547,0.94676,-0.140894842,0.6816,0.043448242,0.89941,0.003849571,0.99936,-0.010987558,0.98709,0.027677173,0.99418
Gsr,0.070832731,0.87083,0.576252712,0.00187,-0.186663339,0.87251,0.03670466,0.89561,-0.014592544,0.95434,-0.537759666,0.0000891,0.181962196,0.57736,-0.026463936,0.99303
Ifng,-2.925117466,0,-0.227438826,0,0.846954429,0,0.688753387,0,2.242234797,0,-0.482765003,0,1.45857326,0,1.624771849,0
C1ra,-0.246417224,0.03753,0.148411531,0.8653,-0.378581057,0.8547,-0.238183423,0.31471,-0.570843036,0.047965,-0.982998208,7.70E-09,0.219610982,0.67892,0.093785478,0.98693
Magohb,0.051019804,0.97816,-0.18000613,0.89412,0.387130741,0.91315,0.491156535,0.43528,0.451223585,0.45156,0.666438571,0.10937,0.070175763,0.94894,-0.018495759,0.99418
Ube2j2,-0.017463124,0.9741,0.014857492,0.97678,-0.171346909,0.90252,-0.076544075,0.81163,0.008137988,0.97693,-0.041425563,0.78624,0.043074241,0.93151,-0.037001825,0.99097
5033426O07Rik,0,0,0,0,0,0,0,0,0,0,-0.644914721,0,0,0,0,0
Zfp605,0.489170179,0.41823,0.202249314,0.80002,0.164966114,0.93055,0.13581579,0.82606,0.257330801,0.50491,0.530125248,0.14225,-0.000356094,0.99651,0.042367753,0.99303
4930526L06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26724,0.5832477,0.60293,0.061029207,0.97,0.139714271,0.97139,-0.70377933,0.46213,0.142624782,0.82926,0.647581985,0.26588,-1.025200975,0,-0.16506237,0.98198
C330013E15Rik,-0.118313537,0.95039,-0.120831826,0.92913,0.526604972,0.78713,0.177759841,0.79705,-0.823507064,0.07566,-0.840788071,0.026867,-0.213546125,0.82748,0.147263949,0.97938
Mrpl55,0.044680177,0.94843,-0.010361862,0.98784,0.061275231,0.97907,0.343213401,0.26989,0.333691399,0.22354,0.371225985,0.042235,0.345658197,0.3634,0.077697838,0.98919
Kdm5a,-0.064173372,0.90878,-0.097357316,0.84377,-0.072579745,0.95378,-0.098827416,0.69521,0.166594005,0.32155,0.182697245,0.32485,-0.148266537,0.70928,-0.106642774,0.95502
Gm9917,-0.773742213,0.078274,-0.609393111,0.34507,-0.043662834,0.98911,-0.386655961,0.58083,0.56257421,0.22262,0.382458487,0.27086,-0.911691067,0.13855,-0.55303209,0.61576
9330111N05Rik,-1.4513713,0.64906,0.20185363,0.95242,-1.387123605,0.77796,0.791577607,0,1.950079716,0,0.28560102,0.84901,0.167146349,0,-1.992236182,0
Sva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra2,0.343143465,0.76053,-0.688435053,0.18136,-0.48982145,0.87591,-1.035699286,0.046437,0.55099705,0.10749,1.564477685,0.0000261,-0.050052477,0.97816,0.50856795,0.86233
Cdc37,-0.064435451,0.8282,0.136200813,0.78148,-0.022922359,0.98839,0.019051755,0.94511,-0.094796927,0.65876,-0.31276145,0.029861,0.025293756,0.95667,-0.001663669,0.99937
Xab2,-0.009625444,0.98737,0.20271838,0.67517,-0.010141465,0.99655,-0.175633932,0.57399,-0.005331226,0.9958,-0.235649496,0.11755,-0.077367224,0.91842,0.104455053,0.96329
Gm20499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A430048G15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab4a,-0.006324659,0.99145,-0.17888997,0.63566,0.296821667,0.57692,0.122290878,0.64594,-0.030760549,0.91349,0.125214116,0.44043,0.2741178,0.31406,0.463313998,0.07471
Srp54a,1.586355974,0,-0.441977499,0,2.212413212,0,0,0,0.321976475,0,2.341046022,0,0,0,3.744331168,0
P2ry6,-0.291898721,0.84633,-0.251005972,0.87199,-1.587735114,0.020556,-1.026599349,0.16197,-0.060094531,0.95902,-0.117335478,0.8405,0.328370866,0,-0.217412206,0.95884
Id1,-0.146392853,0.91868,0.720630854,0.082906,0.275999515,0.93695,1.162833914,0.00095912,0.335724755,0.53577,-0.54685761,0.027685,0.028046622,0.96561,-0.843132065,0.65895
Tmem53,-0.21724646,0.50117,0.334464184,0.28833,-0.001630157,0.9997,0.492681401,0.02484,-0.349827704,0.12933,-0.919758329,7.77E-10,0.22315646,0.57491,-0.256234849,0.72357
G930045G22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pthlh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem14a,-0.371275575,0.73005,-0.219186314,0.81331,0.955281982,0.43771,0.718134424,0.21183,0.768053908,0.054549,0.598616349,0.1433,0.844916763,0.2728,1.097262881,0.14008
Eya1,0,0,3.156147947,0,0.822502386,0,0,0,0,0,-0.479512246,0,0,0,0,0
Paqr8,0.56018932,0.76683,-0.306555566,0.85196,0.652615178,0.85418,0.36540601,0.81916,0.248956475,0.74686,1.097355295,0.063632,-0.308001167,0,-0.007038152,0
Msc,1.157197187,0.62745,0.577736345,0,-0.330816163,0.93695,-1.090222388,0,-0.18924832,0,0.367484654,0.7983,-1.578479662,0,-0.801252469,0
Lactb2,-0.09107556,0.74654,-0.064136528,0.94052,0.329715095,0.74172,0.278597812,0.52141,0.290406466,0.35,0.244665973,0.094042,0.366416997,0.32378,0.43120062,0.62742
Gm4956,-0.988271659,0.00000668,-1.463464479,0.013512,0.617265498,0.86209,-0.987141642,0.15254,-0.405490348,0.55412,0.053251438,0.87945,0.175466262,0.83844,1.789319524,0.39441
Tram1,-0.339457604,0.0092704,-0.268004283,0.5498,-0.0258171,0.98559,-0.154355169,0.66983,-0.53776109,0.015485,-0.628725179,0.00000206,0.302627094,0.31406,0.444797908,0.34215
Gsta3,-0.179182197,0.44275,-0.424673568,0.059826,0.608133257,0.043368,0.629193796,0.017904,-0.287747533,0.11411,-0.05922092,0.76512,0.415748929,0.26063,0.409115123,0.38757
Ube2w,-0.097013356,0.85197,-0.253346699,0.7058,0.140094911,0.93695,0.321457924,0.44463,0.401859826,0.24386,0.54112453,0.00040999,0.189930988,0.69498,0.022475631,0.99615
Slco5a1,-1.251373457,0,3.182587139,0,1.853225079,0,0,0,3.205849596,0,-1.229877219,0,0,0,-0.542155301,0
Olfr376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrh,-0.006882719,0.9923,-0.216202929,0.82825,0.215867295,0.92141,0.524396871,0.21088,0.382002316,0.35515,0.573066529,0.0074067,0.162307282,0.83789,-0.133141941,0.97938
Gm6498,-1.084867315,0,0,0,0.344978933,0.97305,-0.587643333,0,0.705480543,0,0,0,-0.785376899,0,0.161512884,0
Ptcd3,0.211387902,0.20274,0.239033597,0.40768,-0.033378865,0.98493,0.005486284,0.98914,0.129425732,0.45565,0.084515108,0.62302,-0.064061465,0.89541,-0.087499005,0.97938
Nlgn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif21a,0.042517485,0.92477,0.300651349,0.42681,-0.456132606,0.56238,0.017673544,0.97129,-0.586204685,0.0012741,-0.862121824,2.18E-10,-0.161953635,0.79562,-0.619498215,0.014185
Rnf6,-0.085118143,0.80795,0.184728689,0.6875,-0.002500925,0.99947,-0.032286895,0.91511,0.084074125,0.74082,-0.203815929,0.18183,-0.069986814,0.89302,-0.024833269,0.99303
Cdk8,0.122542837,0.74022,0.13148422,0.77114,0.175342826,0.87769,0.010905017,0.97453,0.133166496,0.54846,0.106315592,0.54412,-0.119839693,0.76222,0.060104253,0.98198
Wasf3,3.200001721,0,1.919611593,0,-0.656373562,0,1.047216752,0,0.484331404,0,1.759794802,0,1.260799551,0,-0.421351068,0
Cyp3a25,0.10738495,0.89375,-0.163928676,0.83363,0.346528087,0.60405,0.363099592,0.057113,-0.09402361,0.80405,0.158023493,0.59269,-0.276638844,0.43508,-0.279231646,0.53969
Shank3,0.045906433,0.9636,-0.003246934,0.99797,-0.224122453,0.91379,-0.328793314,0.60689,-0.061915946,0.89272,-0.029283584,0.94624,-0.606511243,0.16293,-0.484746883,0.81342
Arsa,0.586211271,0.00000559,0.837999937,0.0015855,0.112616794,0.95321,0.332571324,0.31179,-0.304531717,0.29402,-0.57218227,0.0000249,-0.236633829,0.68428,-0.440765911,0.52281
Rabl2,0.372277618,0.53626,0.21314768,0.82215,0.360164228,0.87097,0.115084977,0.88058,0.020760034,0.97214,0.163358345,0.67251,-0.436981337,0.56918,-0.177127278,0.97511
Sp1,-0.151171114,0.48207,0.00520727,0.99376,-0.059405301,0.95628,0.023558994,0.9484,-0.144289969,0.57652,-0.318650554,0.013795,0.093416719,0.8086,0.025628543,0.99337
Gm27039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4518,0,0,-0.090127769,0,0,0,0,0,0,0,2.033127821,0,0,0,0,0
Hist1h2bp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2an,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myg1,0.039487856,0.95627,0.023175604,0.97352,0.127668396,0.91931,0.22107603,0.46185,0.002542588,0.99888,0.000907332,0.99262,0.256489885,0.42468,0.177026068,0.91625
Arhgap33os,-0.981788443,0,0.581911895,0,-0.947492383,0,0.055299182,0,0.049457493,0,-1.526068739,0.3772,0.903387758,0,-0.086219821,0
Acyp2,0.676733771,0.46723,0.539000957,0.63357,0.342537994,0.9354,0.516156692,0.5807,1.582785477,0.0013622,1.701691348,0.0002578,0.147179747,0.89877,-0.010473473,0.9971
Hist1h2ah,-0.168896911,0,-1.085711583,0,-2.356946893,0,0,0,0.106122879,0,1.019415488,0.49642,0.129344773,0,0,0
Hist1h2br,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4n,-0.944582955,0,0.534055329,0,-1.420031805,0,-0.405781705,0,1.441102482,0,-0.062287552,0.95861,0.149920423,0,-0.860473122,0
Hist1h4m,0,0,0,0,0,0,0,0,-0.398703438,0,0,0,0,0,-0.951812303,0
Hist1h2bq,-0.469238136,0,4.055756299,0,0,0,6.035137065,0.2626,5.200993113,0,0.665441153,0,5.331914537,0,0,0
Gm3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-207H22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-396L14.2,-1.346990427,0,-2.322255878,0,1.613923336,0,-0.329453199,0,-0.708743823,0,0.25177039,0,-2.495741344,0,-0.551635529,0
RP24-217I2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-419O21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-92G23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH36-333N19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-351O18.1,0,0,0,0,-1.834400068,0,-0.323380372,0,0,0,0,0,-0.124949054,0,-1.619302046,0
RP23-80J7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-121L4.2,0,0,0,0,1.621069239,0,-1.322913602,0,0,0,0,0,-1.030967702,0,1.927462253,0
Spag4,0.614644105,0.45341,-0.077681868,0.96338,0.989525074,0.51793,0.831922421,0.27492,-0.053454201,0.92181,0.620786866,0.21869,0.186637791,0.88869,0.360581681,0.95603
Chpf2,0.132102475,0.8848,0.307338795,0.75977,-0.270286737,0.87858,-0.551739441,0.21196,-0.401005564,0.47078,-0.59468093,0.00047208,-0.660398076,0.1027,-0.361789005,0.85124
Ttc7,0.078578513,0.86702,0.19186086,0.6821,0.204859475,0.91571,-0.239200556,0.58083,0.311255053,0.1064,0.181246006,0.34555,0.049043447,0.94629,0.508584012,0.60765
Btbd10,-0.17558214,0.86784,0.184925282,0.82941,0.142365368,0.95678,-0.319738471,0.61372,0.191836734,0.6534,-0.187544643,0.59653,-0.15843765,0.88869,0.318633897,0.90834
Kirrel2,0,0,1.516433104,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp280c,-0.112140324,0.89623,0.018266988,0.984,0.145543974,0.9418,-0.138947806,0.73041,0.431928577,0.10856,0.282794771,0.26905,-0.216366351,0.68087,0.083490618,0.98911
Pla2g6,0.665117328,0.00000862,0.554562328,0.055031,-0.100794135,0.97139,0.421336274,0.13158,0.205082528,0.50692,0.298191069,0.030697,-0.066759484,0.94708,-0.572357943,0.43612
Trim67,0,0,-0.724303459,0,1.482235913,0,1.304351815,0,-1.146977728,0,0,0,0.092460032,0,0.293464876,0
Piwil4,-0.350056303,0,0.748501031,0,-0.930969902,0,0.661471778,0,0.669982766,0,-0.460312342,0,0.79415012,0,-0.792093981,0
Sp140,-0.502038377,0.66773,-0.817712425,0.23359,-0.128679799,0.97139,-0.200504173,0.84873,-0.034701087,0.94343,0.258998844,0.65202,-0.411460918,0.77028,-0.32507094,0.94881
Tcam1,-2.606936021,0,-0.097407827,0,0.881316507,0,0,0,0.242952479,0,-2.292014991,0,0.073737239,0,0,0
Gh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp110,0.224042554,0.81885,-0.887496449,0.028335,-0.193896401,0.94457,-0.622739548,0.25682,-0.58373987,0.10318,0.510376051,0.11195,-0.611211088,0.44312,-0.166026404,0.97938
Ern1,-0.175461911,0.66366,-0.099014401,0.92344,-0.196458609,0.91767,-0.72883192,0.0095857,-0.361713241,0.25655,-0.455333643,0.07659,-0.492746026,0.084214,0.055107154,0.99259
Nf1,-0.067336564,0.88255,0.200824611,0.69156,-0.180114994,0.9053,-0.147926262,0.58083,-0.378616459,0.043626,-0.663150458,0.0000549,-0.061666037,0.89804,-0.079165096,0.98133
Pecam1,0.186892445,0.57433,-0.106676451,0.87742,-0.207249535,0.88237,-0.144909339,0.68715,-0.066456414,0.78449,0.211125162,0.39775,-0.330644723,0.47191,-0.376494274,0.44721
Polg2,-0.055717987,0.95012,-0.218480556,0.66958,0.547179891,0.27612,0.330699869,0.24293,0.39651401,0.062466,0.541869863,0.0077905,-0.047291614,0.94771,0.18405731,0.89211
Ddx5,-0.007632363,0.98701,-0.299173277,0.36819,-0.057175119,0.94593,-0.10617553,0.65666,0.298337131,0.008312,0.571602231,0.00029934,-0.11709225,0.6978,-0.052959573,0.98049
RP23-145J9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcbtb1,-0.029446193,0.9517,0.015686157,0.9726,-0.169076133,0.83013,0.100135898,0.62182,-0.051035354,0.76381,-0.113878252,0.43068,-0.059775614,0.87434,-0.313619136,0.22833
Gm10433,0.026580612,0.98915,-0.131694759,0.93011,0.603494049,0.80949,0.068925202,0.92591,0.485069575,0.57334,0.625021793,0.17209,0.331969064,0.69121,0.880336937,0.52281
4930570G19Rik,0,0,0,0,0,0,0,0,0.284735655,0,0,0,0,0,0,0
Nfxl1,-0.209458163,0.77037,-0.173731008,0.80143,-0.03145242,0.98594,-0.624797207,0.015976,-0.111651972,0.76795,-0.162408273,0.58663,-0.396981429,0.32046,0.212077773,0.88133
Samt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irgm2,-0.283289537,0.55534,0.048370878,0.95253,-0.109814481,0.97435,-0.409658117,0.45398,-0.71929206,0.010016,-1.069661316,0.000000121,-0.264878249,0.57325,0.050203295,0.99418
4930438A08Rik,0,0,0,0,0,0,0,0,0,0,0,0,-0.04612388,0,0,0
Ube2j1,-0.019826141,0.97021,0.009705783,0.98613,-0.115246201,0.93308,-0.165981545,0.51464,-0.158193207,0.30061,-0.205578765,0.098142,-0.108146084,0.83998,-0.042973647,0.98911
Rngtt,-0.120172384,0.82601,0.170340308,0.76389,-0.176210264,0.88998,0.120418621,0.78018,0.122708707,0.69225,-0.187295137,0.33028,-0.030501285,0.96022,-0.31203522,0.71317
Pdlim5,0.101181969,0.73471,0.267830423,0.25608,0.020909012,0.98911,-0.008055955,0.9833,-0.022581328,0.92444,-0.206256246,0.11072,-0.039851747,0.94191,0.004546586,0.99734
Gm11615,1.212077979,0,-0.861124394,0,0.102182388,0,0,0,0.219219167,0,2.264560191,0,-0.080140676,0,0,0
Gtf2b,-0.07434467,0.91868,0.035580857,0.962,-0.60545474,0.45734,-0.063440768,0.87935,0.014308531,0.96973,-0.111475432,0.62998,0.339318466,0.26973,-0.188238662,0.95645
Gbp2,-0.057620144,0.97135,-0.636415402,0.16394,-0.619549404,0.8524,-0.631823282,0.14678,-0.454989612,0.14861,0.104947183,0.83866,0.090960426,0.94708,0.115802192,0.98919
Acsl1,0.903169248,2.88E-13,0.763377639,0.038356,-0.35354822,0.89142,0.660572771,0.035967,-0.045327267,0.91496,0.077472626,0.77113,-0.14815538,0.85172,-1.146435815,0.049355
Rragd,-0.449541,0.5521,-0.133612608,0.90853,-0.478345895,0.87097,0.17752847,0.84589,0.677479674,0.16906,0.343551793,0.31511,-0.100023991,0.93809,-0.738054882,0.67668
Zfp651,0.24155436,0.87221,0.589840589,0.6821,0.140517365,0.97907,0.414470019,0.53708,0.232702406,0.74193,-0.127316835,0.87845,-0.406019234,0.72116,-0.664466123,0.73567
B4galnt2,1.850831992,0,-0.378517962,0.8884,1.771849163,0.51538,0.35734834,0,-1.679432811,0,0.522089729,0.63813,-1.064667927,0,0.365575179,0
Zfp622,-0.249647624,0.18912,-0.061334103,0.93878,-0.274101395,0.80836,-0.046306195,0.89309,-0.34336097,0.11743,-0.54727871,0.0036351,-0.033087271,0.95305,-0.245962573,0.81188
Igf2bp1,0,0,0.038131376,0,0.699520104,0,-1.079941008,0,0.094768606,0,0,0,-0.083190536,0,1.702288554,0
4930442J19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uchl1os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmepa1os,0,0,1.135458199,0,1.96739147,0,2.376330328,0,1.008734201,0,0,0,-1.056102713,0,-1.44350072,0
Gm11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15742,0,0,-0.441234877,0,0,0,1.370665157,0,0.903833213,0,0,0,-0.266402704,0,0,0
Cdrt4os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16121,0.225524047,0.95519,-0.690002354,0.76774,-0.170018728,0.98559,0.271927283,0.87355,-0.194216521,0,0.702907544,0.45649,0.903442852,0,0.477774533,0
Gm14883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinfp,0.050865233,0.96644,0.087260952,0.91698,0.080504556,0.96221,-0.332761382,0.46308,0.018185312,0.96648,-0.035056383,0.92912,-0.298682329,0.62214,0.129624322,0.96506
Fez1,1.330222744,0,2.038603186,0,0.101533259,0.99415,1.906127886,0,0.645927574,0,-0.068455135,0,-0.012439787,0,-1.803114868,0
Acrv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chek1,0.793790481,0.69099,-0.437037621,0.8648,-1.315253226,0.78013,-0.633739124,0.71133,-1.106530107,0,0.098225266,0.92965,1.127650035,0,0.460645243,0
Trappc4,0.0971192,0.83017,-0.047534537,0.95485,-0.306565385,0.78013,0.150585747,0.76463,-0.578352632,0.012932,-0.451585048,0.015272,0.097503456,0.91577,-0.344897829,0.38757
Hyou1,0.005710783,0.99481,0.015741603,0.98626,-0.268263605,0.9418,-1.154833959,0.00000782,-1.554409973,6.36E-12,-1.584324199,5.77E-12,-0.282843543,0.78455,0.618108345,0.74856
Slc37a4,-0.09161172,0.84527,-0.39829789,0.40075,-0.508359723,0.55971,-0.170348008,0.70389,-0.158982323,0.56851,0.131659173,0.62673,0.207832815,0.68899,-0.114354766,0.97938
Stt3a,-0.121803054,0.68947,0.229531917,0.78252,-0.202225037,0.92646,-0.491817277,0.15068,-0.96211673,0.00083489,-1.331479399,6.80E-15,-0.140248157,0.85824,0.16527282,0.96139
Egr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trappc3l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10327,-0.732005413,0,1.350936542,0,0,0,0,0,-0.318912318,0,-2.406659817,0,0,0,0,0
Lsmem1,0,0,1.704697107,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf9,0.059128921,0.98701,0.21816182,0.92571,0.426923141,0.92674,-0.038016878,0.98554,0.290492733,0,0.122270569,0.91597,-0.194578508,0,0.282396763,0.98133
Gm10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10586,0.391644214,0,-0.962324943,0,0.306104559,0,-0.855206522,0,1.22484818,0,2.568597404,0.055619,0.349466792,0,1.529298215,0
Rfk,0.021900892,0.97228,-0.10229048,0.84292,-0.047682959,0.97907,0.057825019,0.86858,0.092769472,0.74454,0.199025999,0.11755,-0.069706586,0.89804,-0.160790994,0.94061
Pcsk5,0.444349553,0.058577,0.365058678,0.72665,0.008288514,0.99413,-0.116253377,0.77352,-0.294288264,0.57626,-0.229803687,0.47278,-0.374520198,0.39091,-0.234418271,0.87532
0610040J01Rik,-0.172329368,0.5166,-0.208048827,0.72552,0.379666646,0.57692,0.069135505,0.88049,0.16949903,0.57596,0.187857234,0.31131,0.085263037,0.87328,0.409345063,0.57245
Zfp266,-0.183714926,0.40631,-0.150679239,0.73993,0.013997028,0.99415,0.232054112,0.21863,0.258771348,0.14451,0.207824043,0.21465,-0.027294642,0.96379,-0.230537419,0.78367
Tor3a,0.057753536,0.96862,-0.042642259,0.96504,-0.3934842,0.82277,-0.202948984,0.71884,-0.706552912,0.036676,-0.625110584,0.01233,-0.722113695,0.25483,-0.896910313,0.018451
Serpinc1,-0.119457579,0.51511,0.180623054,0.79224,-0.160221965,0.93725,0.01899236,0.94155,-0.743973434,0.00032588,-1.061091511,3.16E-10,0.070350678,0.92991,-0.094567607,0.97935
Mrc1,0.121705544,0.75495,-0.152584834,0.8207,-0.38653672,0.80825,-0.37269045,0.21196,-0.248966029,0.37662,0.00782269,0.97996,-0.128920485,0.83862,-0.128365947,0.97143
Stam,0.133618961,0.74802,0.240724137,0.56159,-0.035886394,0.98179,0.039563949,0.92692,-0.212217487,0.28168,-0.33721122,0.079365,-0.08614709,0.87801,-0.147557695,0.94602
Gys1,0.052111057,0.97379,-0.064036079,0.9583,0.626708901,0.81856,-0.090866904,0.90815,0.542395378,0.25948,0.645520349,0.018364,-0.670099482,0.43797,0.065517997,0.99418
Gm3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A930031H19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0,0.255509302,0,0,0,0,0,0,0,0,0
Gm15850,-1.435129564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcksl1-ps4,-0.229927625,0.93012,-0.781987515,0.0042326,-0.12716599,0.98036,0.312089738,0.63984,1.736298762,0.00020419,2.269781795,5.30E-16,0.400270766,0.70928,-0.026668876,0.998
Ppfia3,0,0,-0.475365835,0,-1.130874621,0,1.024429139,0,-1.414366142,0,0,0,2.687633055,0,0.554137142,0
Gm12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11670,0.000352677,0,1.206161602,0,1.085855797,0,-3.147985757,0,0.459555477,0,-0.770082989,0,-3.228293749,0,1.021587692,0
Tmcc3os,1.657946694,0,1.980860457,0,-0.956482316,0.89666,-0.88728455,0,0.449964843,0,0.117154118,0,-0.969863084,0,-1.02061412,0
Ruvbl2,0.007183468,0.99219,0.087354494,0.9044,0.012784456,0.99245,-0.128815445,0.72527,-0.14667334,0.59625,-0.245321786,0.34506,-0.058395518,0.94145,0.09839904,0.97117
Arhgef38,0,0,1.589776207,0,3.366825367,0,-1.542108501,0,-0.263858986,0,0,0,-1.584581134,0,3.341444588,0
Sfta2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gzmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpt1-ps5,0.340265051,0.95003,-0.496683713,0.87363,-0.221985542,0.96336,0.17915906,0.91818,0.142152964,0,0.960410196,0.42532,0.457941796,0,0.071860968,0
Asgr2,-0.17522421,0.38907,-0.033096946,0.96049,0.03128933,0.9898,0.004159466,0.99243,-0.307872179,0.1489,-0.467187621,0.00047538,0.219538722,0.60871,0.260662985,0.92893
Dennd2c,0.254985346,0.92045,-0.020998363,0.98784,-0.0155778,0.997,-0.424862134,0.687,0.117751071,0.90513,0.377602698,0.58867,-0.648147148,0.55638,-0.22340947,0.98049
Arhgef10l,-0.100372801,0.88415,0.268677953,0.66053,0.187625764,0.92782,-0.324956888,0.35555,-0.251652684,0.50197,-0.640616546,0.0000309,-0.106826145,0.83848,0.420883158,0.80365
Slc22a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720489N17Rik,1.928967205,0,-2.282590156,0,0.028970918,0,-1.398997911,0,-2.264835875,0,1.931375488,0,-1.670105221,0,-0.232784097,0
Gm15294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15953,-1.13201898,0.42203,0.268282824,0.92756,-0.019959368,0.99491,-0.64150777,0.57908,0.337499383,0,-1.084450318,0.14948,-0.076824827,0,0.559359746,0
Gm11518,-0.017129221,0.99791,-0.262017681,0.85745,0.257746299,0.93841,0.048415113,0.97412,0.053076606,0.96579,0.278028071,0.67076,-0.054690759,0.96276,0.168028951,0.98754
